,Absolute_Path,Label,Width,Height,Channels,Numerical
536,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0536.jpg,cat,320,213,3,0
537,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0537.jpg,cat,300,480,3,0
538,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0538.jpg,cat,320,436,3,0
539,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0539.jpg,cat,320,213,3,0
540,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0540.jpg,cat,320,474,3,0
541,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0541.jpg,cat,301,480,3,0
542,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0542.jpg,cat,320,427,3,0
543,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0543.jpg,cat,300,480,3,0
544,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0544.jpg,cat,320,320,3,0
545,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0545.jpg,cat,300,480,3,0
546,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0546.jpg,cat,320,200,3,0
547,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0547.jpg,cat,300,480,3,0
548,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0548.jpg,cat,300,480,3,0
549,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0549.jpg,cat,320,480,3,0
550,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0550.jpg,cat,300,480,3,0
551,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0551.jpg,cat,320,480,3,0
552,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0552.jpg,cat,320,480,3,0
553,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0553.jpg,cat,270,480,3,0
554,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0554.jpg,cat,300,480,3,0
555,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0555.jpg,cat,270,480,3,0
556,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0556.jpg,cat,320,427,3,0
557,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0557.jpg,cat,320,447,3,0
558,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0558.jpg,cat,320,426,3,0
559,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0559.jpg,cat,308,480,3,0
560,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0560.jpg,cat,320,480,3,0
561,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0561.jpg,cat,300,480,3,0
562,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0562.jpg,cat,319,480,3,0
563,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0563.jpg,cat,320,427,3,0
564,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0564.jpg,cat,320,452,3,0
565,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0565.jpg,cat,320,232,3,0
566,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0566.jpg,cat,320,480,3,0
567,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0567.jpg,cat,320,480,3,0
568,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0568.jpg,cat,300,480,3,0
569,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0569.jpg,cat,270,480,3,0
570,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0570.jpg,cat,320,320,3,0
571,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0571.jpg,cat,320,480,3,0
572,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0572.jpg,cat,320,443,3,0
573,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0573.jpg,cat,300,480,3,0
574,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0574.jpg,cat,320,427,3,0
575,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0575.jpg,cat,320,427,3,0
576,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0576.jpg,cat,300,480,3,0
577,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0577.jpg,cat,320,478,3,0
578,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0578.jpg,cat,300,480,3,0
579,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0579.jpg,cat,320,427,3,0
580,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0580.jpg,cat,270,480,3,0
581,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0581.jpg,cat,300,480,3,0
582,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0582.jpg,cat,320,417,3,0
583,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0583.jpg,cat,320,480,3,0
584,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0584.jpg,cat,320,427,3,0
585,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0585.jpg,cat,320,440,3,0
586,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0586.jpg,cat,320,387,3,0
587,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0587.jpg,cat,315,480,3,0
588,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0588.jpg,cat,300,480,3,0
589,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0589.jpg,cat,320,427,3,0
590,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0590.jpg,cat,300,480,3,0
591,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0591.jpg,cat,300,480,3,0
592,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0592.jpg,cat,320,480,3,0
593,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0593.jpg,cat,320,480,3,0
594,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0594.jpg,cat,320,320,3,0
595,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0595.jpg,cat,320,320,3,0
596,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0596.jpg,cat,300,480,3,0
597,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0597.jpg,cat,270,480,3,0
598,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0598.jpg,cat,300,480,3,0
599,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0599.jpg,cat,320,240,3,0
600,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0600.jpg,cat,300,480,3,0
601,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0601.jpg,cat,320,480,3,0
602,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0602.jpg,cat,320,247,3,0
603,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0603.jpg,cat,320,480,3,0
604,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0604.jpg,cat,320,286,3,0
605,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0605.jpg,cat,300,480,3,0
606,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0606.jpg,cat,320,480,3,0
607,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0607.jpg,cat,300,480,3,0
608,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0608.jpg,cat,300,480,3,0
609,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0609.jpg,cat,319,480,3,0
610,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0610.jpg,cat,320,460,3,0
611,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0611.jpg,cat,300,480,3,0
612,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0612.jpg,cat,320,313,3,0
613,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0613.jpg,cat,320,212,3,0
614,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0614.jpg,cat,320,259,3,0
615,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0615.jpg,cat,300,480,3,0
616,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0616.jpg,cat,300,480,3,0
617,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0617.jpg,cat,300,480,3,0
618,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0618.jpg,cat,270,480,3,0
619,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0619.jpg,cat,320,225,3,0
620,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0620.jpg,cat,320,401,3,0
621,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0621.jpg,cat,300,480,3,0
622,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0622.jpg,cat,270,480,3,0
623,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0623.jpg,cat,320,320,3,0
624,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0624.jpg,cat,300,480,3,0
625,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0625.jpg,cat,296,480,3,0
626,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0626.jpg,cat,320,480,3,0
627,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0627.jpg,cat,320,427,3,0
628,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0628.jpg,cat,300,480,3,0
629,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0629.jpg,cat,320,427,3,0
630,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0630.jpg,cat,320,480,3,0
631,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0631.jpg,cat,320,214,3,0
632,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0632.jpg,cat,320,463,3,0
633,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0633.jpg,cat,312,480,3,0
634,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0634.jpg,cat,320,180,3,0
635,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0635.jpg,cat,300,480,3,0
636,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0636.jpg,cat,300,480,3,0
637,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0637.jpg,cat,300,480,3,0
638,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0638.jpg,cat,320,427,3,0
639,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0639.jpg,cat,320,480,3,0
640,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0640.jpg,cat,300,480,3,0
641,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0641.jpg,cat,270,480,3,0
642,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0642.jpg,cat,320,480,3,0
643,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0643.jpg,cat,320,427,3,0
644,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0644.jpg,cat,320,480,3,0
645,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0645.jpg,cat,320,320,3,0
646,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0646.jpg,cat,320,480,3,0
647,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0647.jpg,cat,300,480,3,0
648,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0648.jpg,cat,320,427,3,0
649,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0649.jpg,cat,300,480,3,0
650,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0650.jpg,cat,320,480,3,0
651,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0651.jpg,cat,300,480,3,0
652,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0652.jpg,cat,320,286,3,0
653,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0653.jpg,cat,320,462,3,0
654,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0654.jpg,cat,320,427,3,0
655,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0655.jpg,cat,300,480,3,0
656,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0656.jpg,cat,320,480,3,0
657,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0657.jpg,cat,320,361,3,0
658,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0658.jpg,cat,320,427,3,0
659,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0659.jpg,cat,320,427,3,0
660,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0660.jpg,cat,320,427,3,0
661,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0661.jpg,cat,320,480,3,0
662,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0662.jpg,cat,270,480,3,0
663,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0663.jpg,cat,319,480,3,0
664,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0664.jpg,cat,306,480,3,0
665,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0665.jpg,cat,300,480,3,0
666,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0666.jpg,cat,320,214,3,0
667,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0667.jpg,cat,320,427,3,0
668,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0668.jpg,cat,320,219,3,0
669,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0669.jpg,cat,320,400,3,0
670,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0670.jpg,cat,320,320,3,0
671,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0671.jpg,cat,270,480,3,0
672,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0672.jpg,cat,300,480,3,0
673,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0673.jpg,cat,320,275,3,0
674,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0674.jpg,cat,300,480,3,0
675,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0675.jpg,cat,300,480,3,0
676,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0676.jpg,cat,320,427,3,0
677,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0677.jpg,cat,293,480,3,0
678,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0678.jpg,cat,320,347,3,0
679,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0679.jpg,cat,300,480,3,0
680,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0680.jpg,cat,300,480,3,0
681,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0681.jpg,cat,320,480,3,0
682,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0682.jpg,cat,320,427,3,0
683,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0683.jpg,cat,300,480,3,0
684,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0684.jpg,cat,306,480,3,0
685,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0685.jpg,cat,320,480,3,0
686,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0686.jpg,cat,300,480,3,0
687,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0687.jpg,cat,301,480,3,0
688,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0688.jpg,cat,300,480,3,0
689,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0689.jpg,cat,320,427,3,0
690,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0690.jpg,cat,320,480,3,0
691,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0691.jpg,cat,320,422,3,0
692,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0692.jpg,cat,320,427,3,0
693,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0693.jpg,cat,320,410,3,0
694,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0694.jpg,cat,320,479,3,0
695,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0695.jpg,cat,270,480,3,0
696,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0696.jpg,cat,270,480,3,0
697,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0697.jpg,cat,320,454,3,0
698,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0698.jpg,cat,306,480,3,0
699,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0699.jpg,cat,320,480,3,0
700,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0700.jpg,cat,319,480,3,0
701,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0701.jpg,cat,300,480,3,0
702,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0702.jpg,cat,320,427,3,0
703,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0703.jpg,cat,300,480,3,0
704,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0704.jpg,cat,320,427,3,0
705,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0705.jpg,cat,320,427,3,0
706,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0706.jpg,cat,270,480,3,0
707,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0707.jpg,cat,320,320,3,0
708,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0708.jpg,cat,320,427,3,0
709,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0709.jpg,cat,292,480,3,0
710,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0710.jpg,cat,320,399,3,0
711,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0711.jpg,cat,300,480,3,0
712,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0712.jpg,cat,320,203,3,0
713,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0713.jpg,cat,320,320,3,0
714,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0714.jpg,cat,320,282,3,0
715,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0715.jpg,cat,320,237,3,0
716,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0716.jpg,cat,270,480,3,0
717,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0717.jpg,cat,320,427,3,0
718,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0718.jpg,cat,270,480,3,0
719,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0719.jpg,cat,320,459,3,0
720,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0720.jpg,cat,320,459,3,0
721,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0721.jpg,cat,320,224,3,0
722,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0722.jpg,cat,320,387,3,0
723,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0723.jpg,cat,302,480,3,0
724,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0724.jpg,cat,320,398,3,0
725,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0725.jpg,cat,320,213,3,0
726,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0726.jpg,cat,270,480,3,0
727,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0727.jpg,cat,306,480,3,0
728,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0728.jpg,cat,320,480,3,0
729,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0729.jpg,cat,320,247,3,0
730,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0730.jpg,cat,300,480,3,0
731,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0731.jpg,cat,300,480,3,0
732,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0732.jpg,cat,270,480,3,0
733,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0733.jpg,cat,300,480,3,0
734,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0734.jpg,cat,320,480,3,0
735,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0735.jpg,cat,320,213,3,0
736,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0736.jpg,cat,320,448,3,0
737,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0737.jpg,cat,320,427,3,0
738,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0738.jpg,cat,320,320,3,0
739,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0739.jpg,cat,320,222,3,0
740,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0740.jpg,cat,320,480,3,0
741,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0741.jpg,cat,311,480,3,0
742,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0742.jpg,cat,300,480,3,0
743,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0743.jpg,cat,320,205,3,0
744,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0744.jpg,cat,300,480,3,0
745,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0745.jpg,cat,319,480,3,0
746,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0746.jpg,cat,320,480,3,0
747,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0747.jpg,cat,320,343,3,0
748,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0748.jpg,cat,300,480,3,0
749,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0749.jpg,cat,300,480,3,0
750,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0750.jpg,cat,320,480,3,0
751,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0751.jpg,cat,320,427,3,0
752,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0752.jpg,cat,319,480,3,0
753,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0753.jpg,cat,320,320,3,0
754,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0754.jpg,cat,300,480,3,0
755,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0755.jpg,cat,320,366,3,0
756,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0756.jpg,cat,320,480,3,0
757,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0757.jpg,cat,320,480,3,0
758,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0758.jpg,cat,320,480,3,0
759,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0759.jpg,cat,320,480,3,0
760,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0760.jpg,cat,300,480,3,0
761,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0761.jpg,cat,300,480,3,0
762,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0762.jpg,cat,270,480,3,0
763,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0763.jpg,cat,320,427,3,0
764,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0764.jpg,cat,300,480,3,0
765,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0765.jpg,cat,320,480,3,0
766,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0766.jpg,cat,320,400,3,0
767,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0767.jpg,cat,316,480,3,0
768,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0768.jpg,cat,300,480,3,0
769,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0769.jpg,cat,270,480,3,0
770,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0770.jpg,cat,320,320,3,0
771,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0771.jpg,cat,320,212,3,0
772,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0772.jpg,cat,320,427,3,0
773,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0773.jpg,cat,320,251,3,0
774,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0774.jpg,cat,320,319,3,0
775,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0775.jpg,cat,320,243,3,0
776,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0776.jpg,cat,320,480,3,0
777,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0777.jpg,cat,320,454,3,0
778,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0778.jpg,cat,320,426,3,0
779,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0779.jpg,cat,320,320,3,0
780,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0780.jpg,cat,320,320,3,0
781,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0781.jpg,cat,320,320,3,0
782,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0782.jpg,cat,320,213,3,0
783,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0783.jpg,cat,270,480,3,0
784,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0784.jpg,cat,300,480,3,0
785,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0785.jpg,cat,270,480,3,0
786,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0786.jpg,cat,320,427,3,0
787,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0787.jpg,cat,320,320,3,0
788,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0788.jpg,cat,320,427,3,0
789,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0789.jpg,cat,320,480,3,0
790,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0790.jpg,cat,300,480,3,0
791,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0791.jpg,cat,320,480,3,0
792,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0792.jpg,cat,320,480,3,0
793,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0793.jpg,cat,300,480,3,0
794,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0794.jpg,cat,300,480,3,0
795,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0795.jpg,cat,300,480,3,0
796,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0796.jpg,cat,300,480,3,0
797,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0797.jpg,cat,320,340,3,0
798,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0798.jpg,cat,320,400,3,0
799,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0799.jpg,cat,306,480,3,0
800,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0800.jpg,cat,320,480,3,0
801,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0801.jpg,cat,320,480,3,0
802,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0802.jpg,cat,320,253,3,0
803,C:/Users/Admin/Desktop/Study/Python/lab4/dataset\cat\0803.jpg,cat,320,274,3,0
